alpha_monthly,alpha_annual,alpha_t,alpha_p,mkt_beta,smb_beta,hml_beta,r_squared,adj_r_squared,factor_source
0.007841854536494079,0.09410225443792894,3.6602018711645634,0.0002520166221670664,0.6246266522656195,0.4656976244600915,-0.15225468806074646,0.7449895629846227,0.7418282765753412,"ff3_regression_data.csv (标准FF3, HML基于BP)"
