Date,Portfolio_Return,Cumulative_Wealth,Drawdown,Monthly_Turnover,Net_Return_0bps,Net_Return_10bps,Net_Return_20bps,Net_Return_50bps
2007-04-01,0.25150972,5.33396861414676,0.0,0.57,0.25150972,0.25093972,0.25036972,0.24865972
2007-05-01,0.10287212,5.882685273497499,0.0,0.4700000000000001,0.10287212,0.10240212,0.10193212,0.10052212
2007-06-01,-0.09271731,5.337258519362196,-0.09271731000000004,0.43,-0.09271731,-0.09314731,-0.09357731,-0.09486731
2007-07-01,0.20680206,6.441014575918849,0.0,0.4,0.20680206,0.20640206,0.20600206,0.20480206
2007-08-01,0.1078179,7.135471241363809,0.0,0.51,0.1078179,0.1073079,0.1067979,0.1052679
2007-09-01,0.01456269,7.239382897055705,0.0,0.42,0.01456269,0.01414269,0.01372269,0.01246269
2007-10-01,-0.11015965,6.441895010900063,-0.11015965,0.48,-0.11015965,-0.11063965,-0.11111965,-0.11255965
2007-11-01,-0.01963584,6.315402991169231,-0.127632412738144,0.5800000000000001,-0.01963584,-0.02021584,-0.02079584,-0.02253584
2007-12-01,0.20973942,7.639991951603331,0.0,0.6400000000000001,0.20973942,0.20909942,0.20845942,0.20653942
2008-01-01,-0.08349242000000001,7.002110534783445,-0.08349242000000007,0.6599999999999999,-0.08349242000000001,-0.08415242,-0.08481242000000001,-0.08679242000000001
2008-02-01,0.05558879,7.39134938685831,-0.03254487260197186,0.5800000000000001,0.05558879,0.05500879,0.05442879,0.05268879
2008-03-01,-0.17906099,6.067847048211568,-0.2057783454944389,0.54,-0.17906099,-0.17960099,-0.18014099,-0.18176099
2008-04-01,0.03507872000000001,6.280699355818608,-0.1779180664581016,0.66,0.03507872000000001,0.03441872000000001,0.03375872000000001,0.03177872000000001
2008-05-01,-0.04421913,6.002972294512748,-0.2142698143480422,0.54,-0.04421913,-0.04475913,-0.04529913,-0.04691913
2008-06-01,-0.24276444,4.545664087099846,-0.4050171628589357,0.47,-0.24276444,-0.24323444,-0.24370444,-0.24511444
2008-07-01,0.10844107,5.038600764565526,-0.340496587367723,0.51,0.10844107,0.10793107,0.10742107,0.10589107
2008-08-01,-0.23844093,3.837192112363811,-0.4977491944139369,0.46,-0.23844093,-0.23890093,-0.23936093,-0.24074093
2008-09-01,-0.07045213,3.566853754828581,-0.533133833461691,0.46,-0.07045213,-0.07091213,-0.07137213,-0.07275213
2008-10-01,-0.28100237,2.564559396278351,-0.6643243327317705,0.56,-0.28100237,-0.28156237,-0.28212237,-0.28380237
2008-11-01,0.26121871,3.234470293492561,-0.5766395679495743,0.5900000000000001,0.26121871,0.26062871,0.26003871,0.25826871
2008-12-01,0.13400173,3.667894908454172,-0.5199085376412699,0.54,0.13400173,0.13346173,0.13292173,0.13130173
2009-01-01,0.2292257,4.508670686371016,-0.4098592361180662,0.48,0.2292257,0.2287457,0.2282657,0.2268257
2009-02-01,0.13712433,5.126919133430281,-0.3289365792650679,0.56,0.13712433,0.13656433,0.13600433,0.13432433
2009-03-01,0.20173983,6.161222927832253,-0.1935563588467842,0.56,0.20173983,0.20117983,0.20061983,0.19893983
2009-04-01,0.04259396999999999,6.423653872383652,-0.1592067225888134,0.6300000000000001,0.04259396999999999,0.04196397,0.04133397,0.03944396999999999
2009-05-01,0.02713849,6.597982138762798,-0.1363888626377226,0.44,0.02713849,0.02669849,0.02625849,0.02493849
2009-06-01,0.08430003999999999,7.154192296979788,-0.06358640921363706,0.37,0.08430003999999999,0.08393004,0.08356003999999999,0.08245003999999999
2009-07-01,0.10085682,7.875741381721665,0.0,0.49,0.10085682,0.10036682,0.09987681999999999,0.09840681999999999
2009-08-01,-0.10474094,7.050828826203238,-0.10474094,0.42,-0.10474094,-0.10516094,-0.10558094,-0.10684094
2009-09-01,0.03129749,7.271502070883046,-0.07672157852224062,0.54,0.03129749,0.03075749,0.03021749,0.02859749
2009-10-01,0.10846208,8.060184310215329,0.0,0.54,0.10846208,0.10792208,0.10738208,0.10576208
2009-11-01,0.16160947,9.362786424691542,0.0,0.52,0.16160947,0.16108947,0.16056947,0.15900947
2009-12-01,0.02855376,9.630129181193443,0.0,0.51,0.02855376,0.02804376,0.02753376,0.02600376
2010-01-01,-0.05041556000000001,9.144620825651234,-0.05041555999999995,0.5900000000000001,-0.05041556000000001,-0.05100556000000001,-0.05159556000000001,-0.05336556000000001
2010-02-01,0.03665138,9.479783798488091,-0.01561197984747278,0.6900000000000001,0.03665138,0.03596137999999999,0.03527138,0.03320138
2010-03-01,0.01907151,9.660577589998795,0.0,0.51,0.01907151,0.01856151,0.01805151,0.01652151
2010-04-01,-0.08678673,8.822167651051519,-0.08678672999999998,0.42,-0.08678673,-0.08720673000000001,-0.08762673,-0.08888673000000001
2010-05-01,-0.10576229,7.889114997512389,-0.1833702566935883,0.5700000000000001,-0.10576229,-0.10633229,-0.10690229,-0.10861229
2010-06-01,-0.07177672,7.322860199288142,-0.2419852611225645,0.48,-0.07177672,-0.07225672,-0.07273672,-0.07417672
2010-07-01,0.21186944,8.87435048890961,-0.08138510288485591,0.55,0.21186944,0.21131944,0.21076944,0.20911944
2010-08-01,0.06854550999999999,9.48264736909067,-0.0184181762685007,0.6,0.06854550999999999,0.06794550999999999,0.06734550999999998,0.06554550999999999
2010-09-01,-0.00247556,9.459172506569642,-0.02084814096805757,0.52,-0.00247556,-0.00299556,-0.00351556,-0.00507556
2010-10-01,0.13051657,10.69375125716541,0.0,0.5900000000000001,0.13051657,0.12992657,0.12933657,0.12756657
2010-11-01,0.02878349,11.00155473953852,0.0,0.69,0.02878349,0.02809349,0.02740349,0.02533349
2010-12-01,-0.03486415,10.61799488486604,-0.03486415000000002,0.6300000000000001,-0.03486415,-0.03549415,-0.03612415,-0.03801415
2011-01-01,-0.02699554,10.33135637923184,-0.06091851344410912,0.51,-0.02699554,-0.02750554,-0.02801554,-0.02954554
2011-02-01,0.09351852,11.29752953741016,0.0,0.4500000000000001,0.09351852,0.09306851999999999,0.09261852,0.09126851999999999
2011-03-01,-0.002943140000000001,11.26427932632743,-0.002943139999999918,0.6599999999999999,-0.002943140000000001,-0.003603140000000001,-0.004263140000000001,-0.006243140000000001
2011-04-01,-0.01721288,11.07038863799687,-0.02010536008435672,0.6500000000000001,-0.01721288,-0.01786288,-0.01851288,-0.02046288
2011-05-01,-0.08032002,10.18121480118519,-0.09881051716027409,0.75,-0.08032002,-0.08107002,-0.08182002000000001,-0.08407002000000001
2011-06-01,0.03882987000000001,10.57655004835729,-0.06381744669624026,0.6300000000000001,0.03882987000000001,0.03819987000000001,0.03756987000000001,0.03567987000000001
2011-07-01,0.05466236,11.15468923465861,-0.01264349894183099,0.48,0.05466236,0.05418236,0.05370236,0.05226236
2011-08-01,-0.01753247,10.95911998029263,-0.0299542971759384,0.5800000000000001,-0.01753247,-0.01811247,-0.01869247,-0.02043247
2011-09-01,-0.09750653000000001,9.890534219160632,-0.1245400875997238,0.4500000000000001,-0.09750653000000001,-0.09795653000000001,-0.09840653,-0.09975653000000001
2011-10-01,0.0550664,10.43517033268662,-0.07633166187952518,0.52,0.0550664,0.0545464,0.0540264,0.0524664
2011-11-01,-0.05079410000000001,9.905125247291101,-0.1232485638128504,0.5900000000000001,-0.05079410000000001,-0.05138410000000001,-0.05197410000000001,-0.05374410000000001
2011-12-01,-0.12579706,8.659089612250108,-0.2335413168359714,0.55,-0.12579706,-0.12634706,-0.12689706,-0.12854706
2012-01-01,0.06289689,9.203719419091946,-0.1853334493514586,0.57,0.06289689,0.06232689,0.06175688999999999,0.06004689
2012-02-01,0.19728788,11.01950171139943,-0.02460961266709523,0.65,0.19728788,0.19663788,0.19598788,0.19403788
2012-03-01,-0.09131972,10.01320390057491,-0.1136819897290277,0.6100000000000001,-0.09131972,-0.09192971999999999,-0.09253971999999999,-0.09436971999999999
2012-04-01,0.04400774,10.4538623743984,-0.07467713717570526,0.54,0.04400774,0.04346774,0.04292774,0.04130774
2012-05-01,0.05832086,11.06354061839496,-0.02071151203813034,0.5900000000000001,0.05832086,0.05773085999999999,0.05714085999999999,0.05537085999999999
2012-06-01,-0.03195777,10.70997453192663,-0.05200738830006347,0.5800000000000001,-0.03195777,-0.03253776999999999,-0.03311777,-0.03485777
2012-07-01,-0.11259401,9.504095552379141,-0.1587456779017322,0.5599999999999999,-0.11259401,-0.11315401,-0.11371401,-0.11539401
2012-08-01,0.04351139,9.917631960555974,-0.1221415330037289,0.62,0.04351139,0.04289138999999999,0.04227139,0.04041139
2012-09-01,0.02718901,10.18728255510785,-0.0982734303659826,0.4,0.02718901,0.02678901,0.02638901,0.02518901
2012-10-01,0.02380511,10.42979193693328,-0.07680773018592205,0.45,0.02380511,0.02335511,0.02290511,0.02155511
2012-11-01,-0.10704673,9.313316815504203,-0.1756324438307967,0.55,-0.10704673,-0.10759673,-0.10814673,-0.10979673
2012-12-01,0.23405116,11.49310941962047,0.0,0.53,0.23405116,0.23352116,0.23299116,0.23140116
2013-01-01,0.05688911999999999,12.14694230056639,0.0,0.52,0.05688911999999999,0.05636911999999999,0.05584912,0.05428912
2013-02-01,0.05790493,12.85031014419472,0.0,0.5800000000000001,0.05790493,0.05732493,0.05674493,0.05500493
2013-03-01,-0.04023769,12.33324334820876,-0.04023769000000005,0.6300000000000001,-0.04023769,-0.04086769,-0.04149769,-0.04338769
2013-04-01,-0.04282307,11.80509600498138,-0.08133765858449173,0.6400000000000001,-0.04282307,-0.04346307000000001,-0.04410307000000001,-0.04602307000000001
2013-05-01,0.12058147,13.22857183475316,0.0,0.46,0.12058147,0.12012147,0.11966147,0.11828147
2013-06-01,-0.19154424,10.69471509637996,-0.19154424,0.6400000000000001,-0.19154424,-0.19218424,-0.19282424,-0.19474424
2013-07-01,0.03533222,11.07258312300258,-0.162979703227413,0.55,0.03533222,0.03478222,0.03423222,0.03258222
2013-08-01,0.11473531,12.34299938012105,-0.06694392000091828,0.46,0.11473531,0.11427531,0.11381531,0.11243531
2013-09-01,0.02272498,12.62349379417431,-0.04574023924406071,0.34,0.02272498,0.02238498,0.02204498,0.02102498
2013-10-01,-0.02437491,12.31579726905575,-0.06900023502910835,0.4700000000000001,-0.02437491,-0.02484491,-0.02531491,-0.02672491
2013-11-01,0.05567695,13.00150329781511,-0.01716500766481226,0.5,0.05567695,0.05517695,0.05467695,0.05317695
2013-12-01,-0.04637948,12.39850033564416,-0.06274838353512234,0.52,-0.04637948,-0.04689948,-0.04741948,-0.04897948
2014-01-01,-0.02360667,12.10581302972571,-0.08487377315197533,0.5,-0.02360667,-0.02410667,-0.02460667,-0.02610667
2014-02-01,0.03042006,12.47407258843875,-0.0570355784236849,0.55,0.03042006,0.02987006,0.02932006,0.02767006
2014-03-01,0.02691355,12.80979416475133,-0.03165705831536966,0.54,0.02691355,0.02637355,0.02583355,0.02421355
2014-04-01,-0.01337469,12.63846713883397,-0.04460834497408973,0.57,-0.01337469,-0.01394469,-0.01451469,-0.01622469
2014-05-01,0.0309856,13.03007762621102,-0.01500496130811898,0.54,0.0309856,0.0304456,0.0299056,0.0282856
2014-06-01,0.05802512,13.78614944408123,0.0,0.4600000000000001,0.05802512,0.05756512,0.05710512,0.05572512
2014-07-01,0.09323689,15.07152714332259,0.0,0.4500000000000001,0.09323689,0.09278689,0.09233689,0.09098689
2014-08-01,0.08016764,16.27977590559871,0.0,0.79,0.08016764,0.07937764,0.07858764,0.07621764
2014-09-01,0.11105716,18.08776158311093,0.0,0.5800000000000001,0.11105716,0.11047716,0.10989716,0.10815716
2014-10-01,-0.00741027,17.95372638608445,-0.007410270000000102,0.56,-0.00741027,-0.00797027,-0.00853027,-0.01021027
2014-11-01,0.02944735,18.48241605077971,0.0,0.51,0.02944735,0.02893735,0.02842735,0.02689735
2014-12-01,-0.06433101,17.29342355899284,-0.06433100999999998,0.45,-0.06433101,-0.06478101,-0.06523100999999999,-0.06658101
2015-01-01,0.13593227,19.64415787943822,0.0,0.54,0.13593227,0.13539227,0.13485227,0.13323227
2015-02-01,0.0864813,21.34301019025728,0.0,0.5800000000000001,0.0864813,0.0859013,0.0853213,0.0835813
2015-03-01,0.19889837,25.58810012799284,0.0,0.49,0.19889837,0.19840837,0.19791837,0.19644837
2015-04-01,0.17326181,30.02154067063012,0.0,0.6100000000000001,0.17326181,0.17265181,0.17204181,0.17021181
2015-05-01,0.29523162,38.88484875771614,0.0,0.7000000000000001,0.29523162,0.29453162,0.29383162,0.29173162
2015-06-01,-0.04078533,37.2989173691326,-0.04078532999999991,0.77,-0.04078533,-0.04155533,-0.04232533,-0.04463533
2015-07-01,-0.18713938,30.31882109800189,-0.2202921686307045,0.69,-0.18713938,-0.18782938,-0.18851938,-0.19058938
2015-08-01,-0.09121325999999999,27.55334258629636,-0.2914118617774282,0.49,-0.09121325999999999,-0.09170326,-0.09219325999999999,-0.09366325999999998
2015-09-01,-0.0170484,27.08360218054814,-0.3034921557931019,0.47,-0.0170484,-0.0175184,-0.0179884,-0.0193984
2015-10-01,0.26356434,34.22187391408687,-0.1199175255298882,0.48,0.26356434,0.26308434,0.2626043399999999,0.2611643399999999
2015-11-01,0.04310529,35.69701771349702,-0.08198131524393644,0.6699999999999999,0.04310529,0.04243529000000001,0.04176529,0.03975529000000001
2015-12-01,0.06732407,38.10028623283173,-0.02017656105011138,0.73,0.06732407,0.06659407,0.06586407,0.06367407
2016-01-01,-0.24795743,28.65303717627439,-0.2631310628258877,0.8,-0.24795743,-0.24875743,-0.24955743,-0.25195743
2016-02-01,-0.00482929,28.51466335036938,-0.2666896166154933,0.5800000000000001,-0.00482929,-0.00540929,-0.00598929,-0.00772929
2016-03-01,0.19608963,34.10609313631787,-0.1228950548624673,0.7200000000000001,0.19608963,0.19536963,0.19464963,0.19248963
2016-04-01,0.008560659999999998,34.39806380358622,-0.1153864576428262,0.75,0.008560659999999998,0.007810659999999998,0.007060659999999998,0.004810659999999998
2016-05-01,-0.0008787899999999992,34.36783512909626,-0.1161638471777143,0.76,-0.0008787899999999992,-0.001638789999999999,-0.002398789999999999,-0.00467879
2016-06-01,0.06506377,36.6039360493337,-0.05865813501280024,0.81,0.06506377,0.06425377,0.06344377000000001,0.06101377000000001
2016-07-01,0.006387769999999998,36.83775357391156,-0.05264505968789097,0.69,0.006387769999999998,0.005697769999999999,0.005007769999999998,0.002937769999999998
2016-08-01,0.04391659,38.45554209413807,-0.01104046118972953,0.7000000000000001,0.04391659,0.04321659,0.04251659,0.04041659
2016-09-01,0.003883890000000001,38.60489918952207,-0.007199451126539634,0.5800000000000001,0.003883890000000001,0.00330389,0.002723890000000001,0.0009838900000000003
2016-10-01,0.03321504,39.88716246029801,0.0,0.65,0.03321504,0.03256504,0.03191504,0.02996504
2016-11-01,0.0334239,41.22034698965477,0.0,0.48,0.0334239,0.0329439,0.0324639,0.0310239
2016-12-01,-0.09557521999999999,37.28070325764218,-0.09557521999999997,0.5800000000000001,-0.09557521999999999,-0.09615521999999999,-0.09673521999999998,-0.09847521999999999
2017-01-01,-0.04244173,35.69844571577121,-0.1339605723180693,0.63,-0.04244173,-0.04307173,-0.04370172999999999,-0.04559173
2017-02-01,0.06151506000000001,37.89443774588363,-0.08068610496184953,0.5900000000000001,0.06151506000000001,0.06092506000000001,0.06033506000000001,0.05856506000000001
2017-03-01,-0.03581898,36.53709763815258,-0.1136149909819431,0.49,-0.03581898,-0.03630898,-0.03679898,-0.03826898
2017-04-01,-0.08083517000000001,33.58361513926592,-0.1852660738713693,0.55,-0.08083517000000001,-0.08138517,-0.08193517000000002,-0.08358517000000001
2017-05-01,-0.09703763,30.32474071931943,-0.2643259231434867,0.53,-0.09703763,-0.09756763,-0.09809763,-0.09968763
2017-06-01,0.06368608,32.25600458274927,-0.2174737250308766,0.49,0.06368608,0.06319608,0.06270608000000001,0.06123608000000001
2017-07-01,-0.03685059,31.06735178283225,-0.246310279953991,0.49,-0.03685059,-0.03734058999999999,-0.03783059,-0.03930059
2017-08-01,0.09069619,33.88504222292485,-0.1779534939036513,0.5000000000000001,0.09069619,0.09019619,0.08969619,0.08819619
2017-09-01,0.02268329,34.6536664623297,-0.159306774612381,0.53,0.02268329,0.02215329,0.02162329,0.02003329
2017-10-01,-0.0091548,34.33641907660036,-0.1670031529521596,0.51,-0.0091548,-0.0096648,-0.0101748,-0.0117048
2017-11-01,-0.10984236,30.56482577127756,-0.2585014925044535,0.65,-0.10984236,-0.11049236,-0.11114236,-0.11309236
2017-12-01,-0.04086113,29.31591245201004,-0.288799959414035,0.65,-0.04086113,-0.04151112999999999,-0.04216113,-0.04411113
2018-01-01,-0.03259557,28.36034357556667,-0.3119819301209577,0.5,-0.03259557,-0.03309557,-0.03359557000000001,-0.03509557000000001
2018-02-01,-0.05447929,26.81529219341374,-0.3494646660751382,0.67,-0.05447929,-0.05514929,-0.05581929,-0.05782929
2018-03-01,0.13658897,30.47796533436117,-0.2606087148657352,0.5800000000000001,0.13658897,0.13600897,0.13542897,0.13368897
2018-04-01,-0.06647659,28.45189412879463,-0.3097609261771788,0.6,-0.06647659,-0.06707659,-0.06767659000000001,-0.06947659
2018-05-01,-0.006067529999999999,28.27926140761134,-0.313948972464771,0.5,-0.006067529999999999,-0.006567529999999999,-0.007067529999999999,-0.008567529999999999
2018-06-01,-0.10527189,25.30225011142803,-0.3861708607698466,0.52,-0.10527189,-0.10579189,-0.10631189,-0.10787189
2018-07-01,0.02105266,25.83492978025889,-0.3732481246035415,0.46,0.02105266,0.02059266,0.02013266,0.01875266
2018-08-01,-0.09814733,23.299300401589,-0.4347621477461965,0.47,-0.09814733,-0.09861733,-0.09908733,-0.10049733
2018-09-01,0.01723702,23.70091090859719,-0.4250191315821407,0.47,0.01723702,0.01676702,0.01629702,0.01488702
2018-10-01,-0.12593558,20.71612294679468,-0.4974296807352475,0.4,-0.12593558,-0.12633558,-0.12673558,-0.12793558
2018-11-01,0.11190279,23.03431490252403,-0.4411906598383309,0.3700000000000001,0.11190279,0.11153279,0.11116279,0.11005279
2018-12-01,-0.05362283000000001,21.79914975033951,-0.4711555980882323,0.5900000000000001,-0.05362283000000001,-0.05421283000000001,-0.05480283000000001,-0.05657283000000001
2019-01-01,-0.05761373,20.54321942239389,-0.5016242966719883,0.53,-0.05761373,-0.05814373,-0.05867373,-0.06026373
2019-02-01,0.32333679,27.18559804669638,-0.3404810965439167,0.56,0.32333679,0.32277679,0.32221679,0.32053679
2019-03-01,0.12085622,30.47114666505949,-0.2607741348536696,0.54,0.12085622,0.12031622,0.11977622,0.11815622
2019-04-01,-0.04059413,29.234196976089,-0.2907823657227822,0.5,-0.04059413,-0.04109413,-0.04159413,-0.04309413
2019-05-01,-0.08832128,26.65219527938869,-0.3534213749807179,0.54,-0.08832128,-0.08886128,-0.08940128,-0.09102128
2019-06-01,-0.02253239,26.05165762099735,-0.367990336725316,0.62,-0.02253239,-0.02315239,-0.02377239,-0.02563239
2019-07-01,-0.03373295999999999,25.17285809653455,-0.3893098934161744,0.39,-0.03373295999999999,-0.03412295999999999,-0.03451296,-0.03568295999999999
2019-08-01,-0.02660824,24.50305264681601,-0.4055592823377824,0.41,-0.02660824,-0.02701824,-0.02742824,-0.02865824
2019-09-01,0.01504089,24.87160036634098,-0.3966183648919039,0.44,0.01504089,0.01460089,0.01416089,0.01284089
2019-10-01,-0.03407957,24.02398692064424,-0.4171813515622848,0.46,-0.03407957,-0.03453957000000001,-0.03499957,-0.03637957
2019-11-01,0.01989328,24.50190281917295,-0.4055871769996918,0.4,0.01989328,0.01949328,0.01909328,0.01789328
2019-12-01,0.07429501999999999,26.32227217916147,-0.3614252644266273,0.5800000000000001,0.07429501999999999,0.07371501999999999,0.07313502,0.07139501999999999
2020-01-01,-0.04159864000000001,25.22730145479851,-0.3879891049648392,0.48,-0.04159864000000001,-0.04207864000000001,-0.04255864000000001,-0.04399864000000001
2020-02-01,0.00128405,25.25969457123155,-0.3872032523750694,0.51,0.00128405,0.0007740500000000001,0.00026405,-0.00126595
2020-03-01,-0.02696179,24.57864799073786,-0.4037253495972157,0.5800000000000001,-0.02696179,-0.02754179,-0.02812179,-0.02986179
2020-04-01,-0.02961485,23.85075501728936,-0.4213839339276966,0.59,-0.02961485,-0.03020485,-0.03079485,-0.03256485
2020-05-01,-0.04520091,22.77267918632081,-0.4475379066547849,0.49,-0.04520091,-0.04569090999999999,-0.04618091,-0.04765091
2020-06-01,0.05237279,23.96534793108336,-0.4186039254570555,0.4,0.05237279,0.05197279,0.05157279,0.05037279
2020-07-01,0.09627862000000001,26.27269855770792,-0.3626279137266437,0.35,0.09627862000000001,0.09592862,0.09557862,0.09452862000000001
2020-08-01,0.07223512000000001,28.17051009074778,-0.3165872645900376,0.4400000000000001,0.07223512000000001,0.07179512000000002,0.07135512000000001,0.07003512000000002
2020-09-01,-0.06147606,26.43869812217837,-0.3586007869168645,0.49,-0.06147606,-0.06196606,-0.06245606,-0.06392605999999999
2020-10-01,-0.01771847,25.97024484266149,-0.3699653996319017,0.49,-0.01771847,-0.01820847,-0.01869846999999999,-0.02016847
2020-11-01,0.03870813,26.97550445616306,-0.3455779384163552,0.48,0.03870813,0.03822813,0.03774813,0.03630813
2020-12-01,-0.06101684,25.32954441684208,-0.3855087046404745,0.54,-0.06101684,-0.06155683999999999,-0.06209683999999999,-0.06371684
2021-01-01,-0.11709056,22.36369387652916,-0.4574598345292468,0.53,-0.11709056,-0.11762056,-0.11815056,-0.11974056
2021-02-01,0.07499183000000001,24.04078820588988,-0.4167737546720922,0.5700000000000001,0.07499183000000001,0.07442183000000001,0.07385183000000001,0.07214183
2021-03-01,0.02201924,24.57014809118454,-0.4039315560019181,0.52,0.02201924,0.02149924,0.02097924,0.01941924
2021-04-01,0.01272422,24.88278406092935,-0.3963470499854289,0.54,0.01272422,0.01218422,0.01164422,0.01002422
2021-05-01,0.06736310999999999,26.55896578073198,-0.3556831099117728,0.5800000000000001,0.06736310999999999,0.06678310999999999,0.06620311,0.06446310999999999
2021-06-01,0.10776805,29.42117373293819,-0.2862463350849002,0.43,0.10776805,0.10733805,0.10690805,0.10561805
2021-07-01,-0.05523066,27.79622288969335,-0.32566742107558,0.67,-0.05523066,-0.05590066,-0.05657066,-0.05858066
2021-08-01,0.01440249,28.19655771189993,-0.3159553528509469,0.5900000000000001,0.01440249,0.01381249,0.01322249,0.01145249
2021-09-01,0.03731401,29.24868434832734,-0.2904309040467807,0.33,0.03731401,0.03698401,0.03665401,0.03566401
2021-10-01,-0.00833911,29.00477635219136,-0.2963480787905352,0.5,-0.00833911,-0.00883911,-0.009339110000000001,-0.01083911
2021-11-01,0.06286299000000001,30.8281033179714,-0.2521144151040638,0.53,0.06286299000000001,0.06233299,0.06180299000000001,0.06021299000000001
2021-12-01,0.0728765,33.07474758942354,-0.1976111312763951,0.53,0.0728765,0.0723465,0.07181649999999999,0.0702265
2022-01-01,-0.11172428,29.37949522881346,-0.2872574499145544,0.5800000000000001,-0.11172428,-0.11230428,-0.11288428,-0.11462428
2022-02-01,0.06256065,31.21749554699993,-0.2426678126985513,0.5900000000000001,0.06256065,0.06197065,0.06138064999999999,0.05961064999999999
2022-03-01,-0.06010272,29.34123915303735,-0.2881855370989178,0.65,-0.06010272,-0.06075272,-0.06140272,-0.06335272
2022-04-01,-0.16467696,24.50941308668219,-0.4054049789335007,0.68,-0.16467696,-0.16535696,-0.16603696,-0.16807696
2022-05-01,0.1715987,28.71519651011984,-0.3033732462920168,0.65,0.1715987,0.1709487,0.1702987,0.1683487
2022-06-01,0.12618489,32.33862042307769,-0.215469476004318,0.7100000000000001,0.12618489,0.12547489,0.12476489,0.12263489
2022-07-01,0.06975437000000001,34.59438051735862,-0.1607450435572292,0.6000000000000001,0.06975437000000001,0.06915437,0.06855437,0.06675437000000001
2022-08-01,0.003813590000000001,34.72630930095581,-0.1575444692478885,0.63,0.003813590000000001,0.003183590000000001,0.002553590000000001,0.0006635900000000008
2022-09-01,-0.10748226,30.99384709583006,-0.248093493642625,0.5700000000000001,-0.10748226,-0.10805226,-0.10862226,-0.11033226
2022-10-01,0.06746801,33.08494028162999,-0.1973638579526406,0.6500000000000001,0.06746801,0.06681801,0.06616801,0.06421800999999999
2022-11-01,0.20879353,39.99286175287071,-0.02977862454899104,0.67,0.20879353,0.20812353,0.20745353,0.20544353
2022-12-01,-0.00607166,39.75003869388027,-0.035669478865462,0.69,-0.00607166,-0.006761659999999999,-0.00745166,-0.00952166
2023-01-01,0.12725212,44.80831538775857,0.0,0.7200000000000001,0.12725212,0.12653212,0.12581212,0.12365212
2023-02-01,0.01478539,45.47082380600958,0.0,0.71,0.01478539,0.01407539,0.01336539,0.01123539
2023-03-01,-0.05774784000000001,42.84498194819194,-0.05774784000000002,0.66,-0.05774784000000001,-0.05840784000000001,-0.05906784000000001,-0.06104784000000001
2023-04-01,-0.09954124,38.58013931729131,-0.1515407883990783,0.5499999999999999,-0.09954124,-0.10009124,-0.10064124,-0.10229124
2023-05-01,-0.05354881,36.51421876721614,-0.1969747695138459,0.54,-0.05354881,-0.05408881,-0.05462881,-0.05624881
