date,daily_return,portfolio_value,position_scalar,sentiment_score
2024-06-06,-0.07155098,69079315.3476034,0.8,-1.2484032206445288
2024-06-07,0.0076763399999999985,69609591.65917881,0.8,-1.2484032206445288
2024-06-11,-0.007464460000000001,69089993.64662254,0.8,1.3736438663394608
2024-06-12,0.012491960000000002,69953063.0836564,0.8,1.3736438663394608
2024-06-13,-0.011664800000000001,69137074.59339817,0.8,1.3736438663394608
2024-06-14,-0.0084754,68551110.23138928,0.8,1.3736438663394608
2024-06-17,-0.0033358600000000004,68322433.3248128,1.2,-1.3255728008590324
2024-06-18,0.0126564,69187149.36994496,0.8,1.377070927538934
2024-06-19,-0.00324938,68962334.03052525,0.8,1.377070927538934
2024-06-20,-0.025269899999999998,67219662.74580729,0.8,1.377070927538934
2024-06-21,-0.007821119999999999,66693929.6971128,1.2,-1.2654096076004242
2024-06-24,-0.02395168,65096498.035065055,0.8,-1.2654096076004242
2024-06-25,-0.01305276,64246809.06937288,1.2,-1.1709846079791055
2024-06-26,0.01528648,65228916.63127567,0.8,-1.1709846079791055
2024-06-27,-0.00943378,64613561.38213788,0.8,-1.1709846079791055
2024-06-28,-0.010518479999999998,63933924.92901109,0.8,-1.1709846079791055
2024-07-01,0.00583476,64306964.03682988,0.8,-1.349029198223143
2024-07-02,0.02479542,65901482.21904797,0.8,-1.349029198223143
2024-07-03,0.013305060000000002,66778305.394061334,0.8,-1.349029198223143
2024-07-04,-0.01855524,65539217.91068123,0.8,-1.349029198223143
2024-07-05,0.01322756,66406141.84794784,0.8,1.4350793104563178
2024-07-08,-0.02552302,64711256.561439835,1.2,-1.2650897249034392
2024-07-09,-0.010674519999999998,64020494.95904961,0.8,-1.2650897249034392
2024-07-10,-0.01754768,62897083.8000666,0.8,-1.2650897249034392
2024-07-11,0.03454546000000001,65069892.492598444,0.8,-1.2650897249034392
2024-07-12,0.00917546,65666938.68836858,1.2,-1.2245952587796896
2024-07-15,-0.0077296,65159359.51908297,0.8,-1.2245952587796896
2024-07-16,0.00557994,65522944.83563789,0.8,-1.2245952587796896
2024-07-17,-0.004346199999999999,65238169.01279324,0.8,-1.2245952587796896
2024-07-18,0.00273162,65416374.90003197,0.8,0.995354660299024
2024-07-19,0.0009111400000000002,65475978.37585838,1.0,0.995354660299024
2024-07-22,0.01034698,66153457.01459382,0.8,1.4531991924226553
2024-07-23,-0.004631139999999999,65847091.093675256,0.8,1.4531991924226553
2024-07-24,-0.013551259999999999,64954780.04202118,0.8,1.4531991924226553
2024-07-25,0.004543200000000001,65249882.59870809,1.2,-1.3000307708891976
2024-07-26,0.00699944,65706595.23696479,0.8,-1.3000307708891976
2024-07-29,0.005971219999999999,66098943.772575654,0.8,1.412275856541671
2024-07-30,0.01603982,67159158.9328779,1.2,-1.287327602366736
2024-07-31,0.017346720000000003,68324150.05832203,0.8,-1.287327602366736
2024-08-01,0.0034144399999999995,68557438.76924716,0.8,-1.287327602366736
2024-08-02,0.0029471600000000003,68759488.51049033,0.8,-1.287327602366736
2024-08-05,-0.00392772,68489420.4922779,0.8,-1.287327602366736
2024-08-06,0.01287002,69370880.70380193,0.8,-1.287327602366736
2024-08-07,-0.001982879999999999,69233326.57187198,0.8,-1.287327602366736
2024-08-08,0.013676080000000002,70180167.08473502,0.8,-1.287327602366736
2024-08-09,-0.014415300000000002,69168498.92215843,1.2,-1.1604203005253606
2024-08-12,-0.014169380000000002,68188424.17690077,0.8,-1.1604203005253606
2024-08-13,0.00354708,68430293.97253017,0.8,-1.1604203005253606
2024-08-14,-0.0031371000000000007,68215621.29730895,0.8,-1.1604203005253606
2024-08-15,0.0017797599999999996,68337028.73146905,0.8,-1.1604203005253606
2024-08-16,-0.00850852,67755581.75576676,0.8,-1.1604203005253606
2024-08-19,-0.00422788,67469119.28677319,0.8,-1.1604203005253606
2024-08-20,-0.0051649800000000004,67120642.63503939,1.2,-1.252831076622308
2024-08-21,0.00452598,67424429.32119273,0.8,-1.252831076622308
2024-08-22,-0.004837299999999999,67098277.12923732,0.8,-1.252831076622308
2024-08-23,-0.0014778799999999991,66999113.92743356,0.8,-1.252831076622308
2024-08-26,0.009493419999999999,67635164.65557455,0.8,-1.2683500468882618
2024-08-27,-0.003683459999999999,67386033.23197232,1.2,-1.2501171186313054
2024-08-28,0.007816980000000001,67912788.50602598,0.8,-1.2501171186313054
2024-08-29,0.01053786,68628443.9635121,0.8,0.1047528664315109
2024-08-30,0.02211984,70146494.16343394,0.8,1.275758670303916
2024-09-02,-0.00994014,69449228.19094023,1.0,1.275758670303916
2024-09-03,0.018215460000000003,70714277.82908317,0.8,1.304192982661187
2024-09-04,-0.005318700000000001,70338169.79959363,1.0,1.304192982661187
2024-09-05,0.009338579999999999,70995028.42532073,1.0,1.304192982661187
2024-09-06,-0.007396199999999999,70469934.99608138,1.2,-1.3457389339859325
2024-09-09,-0.0020320399999999997,70326737.26937194,0.8,-1.3457389339859325
2024-09-10,-0.0006206800000000002,70283086.87008359,1.0,0.3495648067747858
2024-09-11,-0.00244882,70110976.24129438,0.8,0.9522523998771812
2024-09-12,0.00459176,70432909.01756011,1.0,0.9522523998771812
2024-09-13,-0.01512416,69367670.43231308,1.0,0.9522523998771812
2024-09-18,-0.0098629,68683504.03560622,1.0,0.9522523998771812
2024-09-19,0.021280040000000004,70145091.74882407,1.0,0.9522523998771812
2024-09-20,0.003852440000000001,70415321.50608091,1.0,0.9522523998771812
2024-09-23,-0.00021229999999999996,70400372.33332516,0.8,-1.320883613526787
2024-09-24,0.022298400000000003,71970187.99576257,0.8,-1.320883613526787
2024-09-25,0.01217118,72846150.10849284,0.8,0.8806374492795089
2024-09-26,0.01780678,74143305.47732174,0.8,0.938690866546212
2024-09-27,0.029165519999999997,76305733.53608668,1.0,0.938690866546212
2024-09-30,0.04673748,79872071.23111486,1.0,0.938690866546212
2024-10-08,0.01901832,81391103.84085101,0.8,1.4491488492101707
2024-10-09,-0.046803279999999996,77581733.21827859,0.8,1.515921246774998
2024-10-10,-0.008100099999999999,76953313.4210372,0.8,1.515921246774998
2024-10-11,-0.012730680000000001,75973645.41293427,1.2,-1.2882608530300086
2024-10-14,0.01573266,77168912.94517653,0.8,-1.316615304081263
2024-10-15,0.0007296600000000001,77225220.0141961,0.8,1.4245767885878626
2024-10-16,0.0036520199999999993,77507248.06219235,0.8,1.4245767885878626
2024-10-17,-0.004938540000000001,77124475.41734728,0.8,1.4245767885878626
2024-10-18,0.01016306,77908296.0884823,0.8,1.4245767885878626
2024-10-21,0.0057579400000000005,78356887.38286203,0.8,1.4245767885878626
2024-10-22,0.02023188,79942194.52556562,0.8,1.4245767885878626
2024-10-23,0.013156260000000001,80993934.82171454,0.8,1.4245767885878626
2024-10-24,0.01050526,81844797.1654397,0.8,1.4245767885878626
2024-10-25,0.028878139999999997,84208322.67625487,0.8,-0.1408436160925069
2024-10-28,0.0238423,86216042.76799895,1.0,0.978964441199347
2024-10-29,-0.01114676,85255013.23111433,1.0,0.978964441199347
2024-10-30,0.01146944,86232840.4900678,1.0,0.978964441199347
2024-10-31,0.009688819999999999,87068334.95966478,1.2,-1.249623112532696
2024-11-01,-0.013373119999999999,85903959.66804898,0.8,-1.249623112532696
2024-11-04,0.020868499999999998,87696646.45038165,0.8,-1.352378226507318
2024-11-05,0.020023600000000003,89452649.02024552,0.8,-1.352378226507318
2024-11-06,0.00771234,90142538.26339033,0.8,0.0832278150554242
2024-11-07,0.02212936,92137334.94393468,1.0,0.0832278150554242
2024-11-08,0.0007650799999999998,92207827.37615359,1.0,0.0832278150554242
2024-11-11,0.01731374,93804289.72530921,1.0,0.0832278150554242
2024-11-12,0.00481888,94256321.34098071,1.0,0.0832278150554242
2024-11-13,0.0022041000000000005,94464071.69884835,1.0,0.0832278150554242
2024-11-14,-0.00773514,93733378.87928772,1.0,0.0832278150554242
2024-11-15,-0.016562820000000002,92180889.79691827,0.8,0.9666459636143504
2024-11-18,-0.01579662,90724743.30953448,1.0,0.9666459636143504
