alpha_monthly,alpha_t_stat,alpha_annual,beta_mkt,beta_smb,beta_hml,r_squared,significance
0.005630433925610577,1.8083121483725237,0.0696972958424582,0.08174773275286924,-0.09742600626844303,0.1336493724659636,0.02655895733373892,Not Significant
