alpha_monthly,alpha_annual,alpha_t,alpha_p,mkt_beta,smb_beta,hml_beta,r_squared,adj_r_squared
0.007336345000686765,0.08803614000824118,3.3245220980899965,0.0008857021402629842,0.6304911311317226,0.5296275141212746,-0.11137201032486922,0.7521555192005316,0.7490830669592159
